Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
82,0,1.78,6.491488598,98,20,19.5,0,98,6.64,98,0.1,52.862285,14.3,14.4,0.632,11.9
141,3,2.37,42.7308283,99,1686,22.7,3,99,3.5,99,0.1,382.54994,15.2,15.0,0.76,14.0
93,1,1.53,151.1526829,81,9,64.4,1,75,6.99,81,0.1,8787.94668,4.8,4.8,0.763,13.3
237,145,1.86,8.313282039,72,5253,16.8,211,7,5.19,72,0.9,52.1535887,1.6,1.4,0.427,8.4
168,13,6.18,433.9210918,96,3588,23.6,15,98,3.49,98,0.5,3368.952576,8.7,8.9,0.686,12.4
91,2,7.33,1275.689625,95,0,58.1,2,94,6.18,94,0.1,9484.681227,0.9,0.9,0.796,14.9
262,2,0.25,77.0283958,69,85,19.6,2,69,4.57,69,0.1,648.38717,7.4,7.3,0.451,9.9
115,0,6.56,635.4849381,9,5,59.1,0,93,6.9,94,0.1,6682.281158,2.0,2.0,0.787,15.0
265,37,0.72,33.74786198,81,0,15.8,56,8,5.3,85,0.6,274.819723,8.1,8.0,0.473,8.9
98,1,1.72,8.906931168,8,373,61.9,1,75,8.9,8,0.1,614.271115,4.7,4.6,0.731,12.9
325,71,0.01,90.76144414,78,7878,17.6,103,82,7.47,78,4.0,662.492293,5.7,5.7,0.478,10.0
213,3,2.77,440.6027042,89,0,49.4,3,89,7.19,89,0.2,2835.281237,1.9,1.8,0.644,12.7
178,0,5.73,1168.324095,84,0,56.3,0,84,6.9,84,0.9,9272.413453,3.5,3.4,0.708,12.7
153,4,3.1,32.16407994,97,0,47.6,5,97,8.57,97,0.4,212.584798,2.2,2.2,0.611,11.7
191,0,6.25,365.799896,96,0,43.8,0,96,4.45,96,0.8,3933.332215,3.6,3.5,0.695,12.8
126,20,0.46,43.08717334,91,217,51.8,23,92,4.2,93,0.1,495.254866,6.0,5.9,0.697,12.6
68,1,2.33,4.3451016,99,539,61.6,1,95,7.37,95,0.1,258.637,1.1,1.1,0.872,15.7
71,1,9.97,3829.550928,95,91,6.3,1,92,8.32,93,0.1,23465.38559,0.7,0.7,0.905,20.6
121,1,5.11,160.8400141,91,0,57.0,1,91,6.52,91,0.1,3622.52284,1.7,1.6,0.747,15.0
76,0,11.42,2052.393076,95,0,58.8,0,96,8.11,99,0.1,13198.6693,0.9,0.9,0.888,13.5
223,49,0.01,3.304039899,68,1142,18.9,88,67,5.82,68,0.5,43.646498,9.8,9.6,0.345,5.3
376,527,9.05,14.5676468,63,1272,21.6,832,66,4.24,63,4.9,197.661422,11.7,11.6,0.487,9.3
135,0,0.01,447.545645,64,0,51.7,0,65,3.92,64,0.1,3167.34356,1.5,1.4,0.591,10.8
189,0,17.87,1904.12469,95,1,56.3,0,95,5.16,95,0.1,16586.452,2.0,2.1,0.829,16.1
394,46,0.45,49.09198224,17,63,16.4,80,3,2.92,19,4.7,929.772391,9.8,9.7,0.338,6.0
18,1,4.29,14.71928882,97,8,47.9,1,97,6.27,97,0.1,189.681557,1.9,2.0,0.674,10.7
118,23,1.4,106.9482898,94,4,61.1,27,96,6.8,96,0.1,936.499911,4.9,4.8,0.709,12.5
121,25,1.39,22.67271848,92,0,6.2,29,96,6.7,96,0.1,185.68975,5.0,4.8,0.705,12.5
273,54,0.6,9.585584394,72,1719,2.7,91,77,6.35,73,1.5,78.377632,8.8,8.5,0.396,7.3
181,0,7.22,51.25232422,94,0,45.7,0,94,5.9,94,0.1,447.22796,3.5,3.4,0.699,12.8
128,3,0.53,110.6779711,96,195,38.5,4,97,4.2,97,0.1,1882.27842,7.8,7.6,0.779,12.9
343,7,0.83,0.703132179,86,460,13.1,10,92,4.2,9,1.9,21.7687981,9.9,9.9,0.0,4.4
55,0,8.49,409.6000248,9,0,69.2,0,99,9.75,99,0.1,2618.92599,0.8,0.8,0.847,14.3
14,19,0.54,22.0945504,98,982,54.6,22,98,5.99,99,0.1,339.91616,6.3,6.2,0.612,11.2
275,41,1.78,161.0106435,93,82,24.2,61,92,4.85,93,2.2,1224.41554,7.5,7.4,0.53,9.8
115,4,0.41,67.70171064,98,3,63.2,4,98,8.0,98,0.1,387.753211,3.9,3.9,0.735,12.9
161,5,3.23,192.9297829,94,0,43.5,6,94,7.63,95,0.8,1437.628785,2.4,2.4,0.583,10.8
148,49,7.55,843.1946259,96,2,53.6,54,96,8.26,95,0.1,12291.46685,2.8,2.8,0.73,14.2
72,2,9.3,3519.258515,95,10982,57.0,3,97,8.17,96,0.1,27387.2258,0.5,0.5,0.841,15.4
128,2,10.93,250.0773782,98,0,59.1,2,96,6.7,99,0.1,13893.18768,2.0,2.2,0.829,15.4
424,27,3.84,5.347717533,86,1089,21.7,40,84,1.32,86,1.6,45.128418,8.3,8.2,0.384,8.7
88,0,1.62,659.8499118,98,47,18.7,0,98,7.37,98,0.1,4428.522898,14.3,14.5,0.622,12.0
217,58,0.26,0.5305728,85,1088,17.6,78,84,1.68,86,0.6,41.451,13.2,13.5,0.484,8.1
119,5,0.01,306.1824313,94,0,51.5,6,97,6.4,94,0.1,7891.299776,2.8,2.9,0.752,12.2
397,26,6.75,31.93566186,89,386,14.9,42,89,6.24,89,7.7,236.9114381,6.9,7.1,0.371,8.2
71,2,11.18,839.91332,88,166,6.9,3,94,1.99,95,0.1,4465.24891,1.1,1.1,0.916,16.9
254,33,0.91,71.16601203,77,0,17.6,47,76,4.7,77,0.5,415.6893226,7.7,7.6,0.5,9.7
278,55,0.57,102.1413744,74,98,19.6,94,74,6.74,74,1.6,689.6784228,9.2,9.0,0.36,5.8
47,69,0.96,5.743393664,74,2321,2.5,98,73,5.38,74,10.8,419.2258149,3.7,3.6,0.39,9.3
227,49,0.01,31.50243237,67,1224,18.5,89,56,5.9,67,0.6,416.14838,1.0,9.9,0.341,5.3
214,54,4.52,31.27232188,67,58848,24.8,68,77,4.71,67,0.1,2842.938353,1.0,9.7,0.676,11.7
98,0,13.14,8246.130437,77,0,54.0,0,99,7.48,99,0.1,48735.99549,1.0,1.0,0.848,13.5
193,12,0.6,10.68147485,39,927,32.1,15,84,4.48,85,0.3,189.3878519,4.0,4.0,0.543,9.8
261,9,0.01,48.09891474,8,43,25.6,12,8,1.19,8,1.2,415.361958,7.0,6.9,0.416,9.6
75,2,9.69,3.1222302,95,0,55.7,3,96,8.11,93,0.1,24.819,0.5,0.5,0.828,14.9
71,1,2.32,1731.755747,98,124,59.6,1,93,7.44,93,0.1,18946.99942,1.1,1.1,0.863,16.0
131,7,3.99,344.7412164,88,257,51.4,8,85,5.92,88,0.1,5223.351763,1.3,1.2,0.71,13.2
271,41,4.75,78.76987363,9,7362,17.7,68,9,5.33,9,0.8,673.8227,8.6,8.1,0.384,7.2
134,1,3.03,7.341493148,93,4,48.1,1,96,5.56,94,0.1,93.1661567,2.0,2.1,0.657,10.8
178,7,6.2,352.9551269,84,0,49.3,8,88,4.34,89,1.8,3836.468771,3.5,3.4,0.677,12.6
96,1,4.07,24.88720369,87,0,54.4,1,8,9.69,86,0.1,689.396224,1.9,1.8,0.747,13.1
21,0,4.9,251.6586929,96,0,41.4,0,96,4.5,96,0.4,3419.275719,3.7,3.7,0.677,11.8
155,26,0.46,71.11645,84,2724,45.7,30,93,4.44,96,0.1,1336.775376,6.7,6.5,0.53,8.5
121,8,0.83,17.98136184,83,403,49.4,9,83,3.72,8,0.1,258.3529,6.4,6.2,0.644,11.5
14,2,11.4,15.71474837,98,0,57.2,3,96,6.88,99,0.1,141.44688,2.2,2.3,0.813,15.0
183,364,0.01,28.98323119,65,4248,18.4,461,65,2.56,65,0.1,649.848233,21.4,21.8,0.474,5.6
74,0,7.46,2183.106986,98,3,65.4,0,99,9.26,99,0.1,21874.8195,0.8,0.7,0.86,17.1
13,11,7.63,719.3663797,81,0,56.3,12,91,6.84,98,0.1,4251.574348,1.1,1.0,0.775,16.3
7,0,11.34,2284.58215,94,2,6.1,0,99,7.18,99,0.1,16749.136,0.9,0.9,0.892,13.9
92,0,12.35,3652.869332,97,1,56.5,0,97,9.9,97,0.1,24815.6884,0.7,0.5,0.804,15.8
211,7,2.48,385.325164,96,0,44.2,8,96,1.99,96,0.1,4439.23,3.2,3.3,0.0,10.6
355,24,4.54,1.72659515,99,43,14.8,36,93,1.3,99,3.4,17.79995,8.0,8.0,0.309,7.2
119,21,0.45,430.7175861,95,103,53.9,24,95,5.12,95,0.1,4463.394675,5.9,5.8,0.714,13.6
171,6,2.74,15.36175284,95,0,39.6,8,99,6.88,96,1.6,113.4546,2.7,2.7,0.557,9.9
148,0,1.79,503.5881956,89,0,7.1,0,89,5.61,88,0.1,2892.522663,0.1,0.1,0.695,14.6
151,14,4.27,356.9393805,92,0,48.1,18,81,4.56,86,0.4,2448.143899,1.3,1.3,0.685,12.8
154,0,0.01,915.1859205,98,0,31.8,0,98,4.76,98,0.1,9291.227619,7.1,7.0,0.756,14.3
215,0,4.36,62.8565863,99,0,25.4,0,99,5.66,99,0.9,1126.46212,6.5,6.4,0.531,10.4
138,1,3.65,37.17108782,96,0,52.0,1,96,5.66,96,0.5,521.33363,1.8,1.7,0.725,12.8
216,0,0.01,209.3921344,99,0,23.6,1,98,3.57,99,0.5,2522.7968,15.7,16.2,0.596,12.5
134,3,0.42,365.9113978,95,564,31.6,4,95,3.65,95,0.1,6222.982955,8.8,8.6,0.732,12.7
137,7,3.87,282.1440066,91,0,5.0,8,91,5.58,94,0.1,4255.56571,1.3,1.2,0.702,13.1
179,119,0.09,200.0684443,78,12943,26.5,142,8,2.85,78,0.3,3491.595887,1.4,1.2,0.682,12.9
129,4,0.54,259.1572375,95,19,55.5,4,95,9.68,95,0.1,1812.288374,3.9,3.9,0.712,13.0
185,0,6.41,1902.693048,9,0,4.2,0,91,4.4,9,0.3,21188.11857,6.1,6.4,0.767,12.4
63,2,8.37,5228.821581,97,321,59.4,2,97,8.48,97,0.1,37698.78573,0.5,0.5,0.862,16.1
114,0,12.56,2019.812779,95,0,58.7,0,96,7.44,96,0.1,13546.69872,1.8,1.7,0.793,14.3
173,3,3.83,253.0007812,93,0,47.9,4,93,6.91,93,0.2,1344.31871,2.0,1.9,0.601,11.0
94,1,1.58,805.3956346,81,12,63.5,1,75,7.19,81,0.1,8763.826274,4.7,4.7,0.752,13.3
192,13,2.4,380.9632429,85,0,45.2,16,85,6.86,85,0.4,2489.955836,1.3,1.3,0.578,10.1
141,6,1.18,206.2616134,68,5,46.6,6,85,4.37,81,0.1,5574.6382,2.8,2.9,0.719,11.6
59,0,11.32,283.3300258,96,18,57.8,0,99,7.23,99,0.1,3818.46396,0.9,1.0,0.853,14.6
25,5,8.44,453.7830847,46,12746,59.6,5,72,7.47,76,0.2,3855.42128,2.4,2.4,0.739,15.1
214,8,0.01,8.353074798,64,1292,27.4,12,52,3.28,64,1.2,123.383675,8.7,8.5,0.484,7.6
81,0,9.56,287.6124519,92,1,59.9,1,95,8.3,95,0.1,21955.149,0.8,0.8,0.83,15.3
267,5,7.99,29.38172706,96,42724,56.8,6,99,6.39,98,0.8,233.18831,2.6,2.7,0.716,14.7
69,1,9.84,588.568371,95,70,6.9,1,92,8.57,92,0.1,3472.37977,0.7,0.6,0.908,20.7
329,8,0.01,54.37396957,5,34,26.7,11,49,1.4,5,0.9,458.4651734,6.7,6.5,0.426,9.9
256,15,11.05,162.8088054,97,129,57.5,17,98,6.83,97,0.2,1674.98771,2.3,2.5,0.773,13.7
277,5,8.86,46.19685449,92,1005,57.2,6,98,6.36,98,0.7,368.68998,2.5,2.7,0.723,14.8
118,4,0.59,668.7447334,98,0,6.9,4,98,9.54,98,0.1,3492.1396,3.8,3.8,0.742,13.6
167,0,16.99,225.0723618,94,0,56.7,0,95,6.6,95,0.1,1894.5485,2.0,2.1,0.835,16.1
293,87,0.02,15.29606643,67,466,13.8,120,5,8.79,5,0.1,219.1413528,19.5,19.7,0.381,6.8
99,1,4.22,1859.095621,89,0,53.4,1,89,9.1,9,0.1,6911.136136,1.9,1.8,0.74,12.9
121,0,0.01,33.55888998,94,0,29.0,0,94,4.61,94,0.3,348.482762,7.1,7.1,0.636,13.2
22,61,0.28,4.632776304,75,760,17.0,83,82,1.78,82,0.6,296.97284,13.2,13.5,0.474,8.0
199,32,0.01,43.5240801,62,1317,58.5,39,67,5.54,64,0.1,673.74737,5.3,5.1,0.658,10.1
45,29,3.86,45.57108889,63,0,2.2,45,63,1.12,64,2.2,358.8274716,8.9,8.9,0.357,8.2
228,7,2.93,63.7481117,98,0,46.7,8,98,2.12,98,0.1,734.42525,3.2,3.3,0.678,10.7
188,187,0.06,3.43334364,65,3344,15.4,237,72,1.98,75,0.1,78.92744,11.0,11.2,0.597,10.7
266,9,3.72,60.44658161,77,279,25.0,12,77,11.23,77,1.5,379.689583,7.2,7.0,0.406,9.5
95,0,11.28,507.306164,64,44,59.4,1,96,9.3,95,0.1,3743.95693,0.8,0.8,0.878,18.6
267,38,0.81,23.72796328,71,35558,15.4,58,74,4.89,78,0.6,245.1235876,8.2,8.1,0.466,8.7
224,0,5.78,9.013493879,7,0,22.8,0,99,9.94,96,1.6,693.345683,7.2,7.2,0.509,9.8
157,1,10.96,384.1473028,94,0,59.1,1,94,7.9,95,0.1,3381.57837,2.3,2.3,0.738,13.3
365,46,0.56,67.76269089,33,8650,17.5,79,4,3.17,33,3.9,989.2363633,9.2,9.1,0.37,6.7
215,6,2.35,37.88466056,97,0,43.4,8,97,1.88,96,0.1,436.459223,3.2,3.3,0.0,10.5
142,23,0.56,100.3638322,95,6399,48.2,27,97,5.22,97,0.1,1948.812275,6.5,6.4,0.561,9.6
2,0,2.25,62.08343533,99,0,58.7,0,99,4.23,99,0.1,3651.966784,4.0,3.7,0.706,14.6
284,2,1.75,73.24150483,98,0,41.3,2,99,5.99,99,0.1,797.8377432,2.3,2.4,0.621,11.2
235,7,6.64,808.243302,99,0,48.5,8,99,4.13,98,0.1,7165.2775,2.3,2.5,0.758,14.6
162,10,0.01,7.829008596,97,0,39.9,11,94,6.88,97,0.2,114.45919,3.6,3.7,0.622,11.3
131,4,0.55,248.697463,97,61,54.8,4,97,9.9,99,0.1,1728.2659,4.0,3.9,0.706,12.7
12,2,11.63,23.43533487,96,84,6.4,2,95,6.4,99,0.1,1378.54911,2.0,2.1,0.838,15.4
554,34,2.33,121.879331,82,45,18.4,55,84,7.56,82,17.0,691.3178164,7.1,7.0,0.467,10.7
218,0,1.63,43.99452464,99,37,54.2,0,96,3.61,95,0.1,3332.918533,4.2,3.9,0.691,13.4
91,1,5.79,348.0559517,98,0,53.5,1,98,5.79,98,0.1,4114.136545,1.5,1.6,0.721,12.2
98,307,3.28,29.74342979,91,99602,24.9,360,94,4.52,93,0.1,299.229676,4.8,4.3,0.646,11.0
253,6,4.31,8.897421459,7,16970,55.1,7,99,5.66,99,0.8,78.738243,2.9,3.0,0.673,13.2
84,2,7.2,2442.222054,9,0,62.5,2,9,7.53,91,0.1,15941.39722,0.8,0.8,0.831,15.6
268,1,0.39,20.35974738,87,49,32.7,2,87,8.71,87,2.7,143.986898,5.6,5.5,0.451,5.9
23,2,2.83,52.30172215,99,0,5.8,3,99,6.32,99,0.3,334.83817,1.8,1.7,0.657,12.9
268,2,0.01,662.802194,95,1,37.3,2,96,5.41,95,2.3,7497.762376,6.7,6.4,0.697,12.6
126,4,0.52,721.3655432,96,221,39.5,4,97,4.17,97,0.1,11183.96191,7.6,7.4,0.783,13.0
128,1,9.65,774.4396617,89,20,57.0,1,91,1.9,91,0.1,5411.87744,2.2,2.3,0.755,13.6
225,2,4.26,181.0123284,96,31,44.9,2,95,5.58,96,0.1,2139.625631,2.2,2.3,0.673,13.4
184,22,2.15,9.290983645,99,863,38.7,26,98,5.81,96,0.3,83.476942,3.1,3.1,0.631,11.8
66,0,12.32,8350.193523,98,117,57.1,0,98,11.21,98,0.1,51322.63997,1.8,2.0,0.892,15.9
235,1,0.01,257.8403154,99,0,48.0,2,99,4.45,99,0.1,3769.595255,2.2,2.3,0.701,14.6
242,2,0.01,751.3982719,88,477,34.9,3,88,8.93,88,2.2,5421.343953,8.6,8.5,0.632,11.7
157,2,3.58,366.4841804,98,0,52.4,3,99,8.43,98,0.1,1847.19849,1.8,1.7,0.63,11.5
167,32,0.17,192.1562998,66,5494,54.5,38,71,3.93,69,0.1,4521.3247,5.4,5.1,0.638,10.3
165,2,0.09,36.199487,72,10,15.1,3,78,1.2,72,0.1,757.3114436,11.6,11.6,0.599,12.1
127,37,5.36,159.8772264,97,0,58.7,43,96,6.6,96,0.1,9689.52887,1.7,1.6,0.735,12.3
85,0,10.05,671.9376566,97,33,61.6,1,98,1.39,98,0.1,4488.5615,0.9,0.9,0.876,15.8
17,3,3.69,21.41123529,88,0,47.1,4,88,6.33,88,0.3,124.992617,2.0,1.9,0.597,11.0
564,3,5.53,437.0802438,93,0,28.2,4,88,6.81,87,43.7,2937.36723,6.9,7.1,0.502,9.9
73,25,4.43,0.0,73,304,26.3,40,73,6.53,71,39.8,57.34834,1.2,1.3,0.427,10.0
437,74,1.49,35.85204668,73,65,15.5,115,75,4.45,73,14.5,436.6875357,8.8,8.8,0.45,8.2
95,3,12.91,4238.540035,84,0,55.1,4,94,1.1,9,0.1,23718.7467,1.2,1.2,0.855,16.2
69,0,11.49,6616.695125,95,107,6.5,0,95,8.32,95,0.1,49231.36254,0.3,0.2,0.895,18.5
58,1,0.01,42.98847625,96,154,66.0,1,97,9.3,97,0.1,296.47225,0.6,0.5,0.877,17.6
336,7,0.97,10.60269773,94,128,14.3,9,94,3.3,94,1.4,297.828588,9.3,9.3,0.405,5.3
126,1,6.18,110.1138286,84,334,49.2,1,89,8.39,88,0.1,1872.68416,2.7,2.9,0.714,12.6
124,1,6.16,76.2508038,85,0,51.9,2,84,6.31,85,0.2,668.8667,2.1,2.0,0.743,12.9
388,542,9.55,104.4746444,42,2613,2.4,863,54,4.47,42,5.2,1136.829645,12.3,12.3,0.477,9.1
214,0,0.48,10.6242741,67,0,71.4,0,61,1.39,62,0.1,113.6286,0.2,0.2,0.0,12.4
192,0,0.01,460.6487805,99,0,61.1,0,99,4.26,99,0.1,4763.68956,4.0,3.7,0.719,15.0
217,0,7.64,4.141293345,98,0,45.9,1,97,5.25,98,0.3,43.82321,5.5,5.3,0.636,10.3
143,2,9.19,648.0743453,98,11,55.0,3,99,6.19,99,0.1,6681.178818,2.4,2.5,0.8,15.5
158,2,0.01,3.379874844,82,4,16.6,2,82,1.29,82,0.1,117.765674,11.1,11.2,0.62,12.5
284,10,0.01,31.6357652,68,0,46.4,13,81,4.55,74,1.0,271.318741,1.3,1.3,0.501,9.9
437,76,1.66,32.73674134,84,766,15.1,118,83,4.54,84,15.7,395.8493511,8.9,8.9,0.451,8.5
154,6,0.85,105.6337264,52,222,45.3,7,8,6.17,78,0.1,2473.85776,2.9,2.9,0.682,10.7
138,1,3.55,396.6270975,94,0,5.5,1,94,5.3,94,0.5,4682.728424,1.8,1.7,0.721,12.7
189,27,0.21,70.27113179,82,2089,15.4,35,82,6.44,82,0.2,473.844449,17.0,17.6,0.492,10.1
11,1,1.94,630.0540723,77,618,6.8,1,74,8.42,77,0.1,5339.441291,4.7,4.6,0.0,13.7
154,7,0.55,42.41491183,51,1978,43.6,8,79,6.56,77,0.1,883.6439965,3.0,3.0,0.659,10.8
16,5,3.16,222.4823338,93,0,44.3,6,94,7.89,94,0.7,1592.572182,2.4,2.3,0.59,10.9
523,112,10.42,2.690897842,29,49871,13.6,181,57,7.78,57,10.0,24.2423229,6.8,6.8,0.404,11.0
22,0,7.57,497.4719464,97,0,44.1,1,97,6.57,97,0.3,3785.935665,5.6,5.3,0.63,10.6
146,14,4.45,978.07041,92,0,52.8,16,92,6.62,92,0.1,5433.7245,2.3,2.0,0.683,12.2
288,45,4.5,107.7988339,93,395,15.6,80,92,6.77,93,1.5,569.7612784,9.5,9.1,0.345,5.4
159,4,3.14,231.9112915,92,0,45.1,5,93,8.4,93,0.6,1751.595857,2.3,2.3,0.597,11.1
93,0,1.47,620.9518909,98,1395,18.0,0,98,9.52,98,0.1,3488.493769,14.4,14.5,0.625,12.1
97,1,1.29,14.55610463,81,1761,64.9,1,75,6.63,81,0.1,846.285153,4.8,4.8,0.766,13.3
22,0,11.29,80.99710054,95,1,57.8,0,91,6.46,94,0.1,555.535669,3.2,3.2,0.78,15.8
361,75,8.06,239.8913921,72,1449,21.0,115,73,3.38,71,2.5,4299.12889,8.9,8.8,0.495,9.4
25,0,4.47,418.9206608,83,0,51.1,0,84,6.78,83,0.6,3595.8855,3.5,3.4,0.672,11.3
12,32,5.23,150.408875,82,0,62.1,37,83,6.3,83,0.1,1298.86766,1.6,1.5,0.753,12.9
8,0,11.53,18961.3486,94,1,58.4,0,96,7.34,99,0.1,114293.8433,0.9,0.9,0.887,13.5
287,8,6.55,33.91660183,99,2204,45.8,9,99,3.95,82,0.1,2874.288291,2.5,2.6,0.725,13.5
81,0,11.96,331.457035,98,23,59.5,0,98,9.74,98,0.1,2577.4264,0.7,0.5,0.824,16.3
665,24,1.68,0.0,79,1483,25.5,39,78,7.1,78,43.5,547.3588785,11.0,11.2,0.434,9.8
275,71,0.01,7.097108703,68,3013,17.2,97,68,7.87,68,0.1,63.537231,18.2,18.2,0.454,9.5
126,52,4.86,13.31109532,97,3,53.2,62,97,5.35,97,0.1,731.378864,1.9,1.9,0.7,11.6
69,3,5.78,37.43857664,93,0,27.4,4,88,5.88,86,50.3,2529.633557,7.7,7.9,0.492,9.4
27,40,4.64,88.97040214,88,375,18.2,66,89,5.91,88,0.7,699.452847,8.4,7.9,0.392,7.5
24,0,5.58,63.04032682,98,0,26.9,0,98,5.24,98,0.5,1129.754961,6.1,6.0,0.542,10.6
187,0,6.37,136.8836683,89,0,39.3,0,9,4.82,88,0.7,1653.1844,6.1,6.5,0.76,12.4
164,6,6.05,74.8217488,81,0,5.4,8,86,4.34,85,1.6,4647.31359,3.4,3.4,0.685,12.7
127,49,4.77,12.1859723,97,0,54.1,58,98,5.52,97,0.1,716.8219,1.9,1.8,0.703,11.6
167,20,0.26,80.58788376,9,3362,17.4,25,9,5.89,9,0.2,681.7925868,16.3,16.7,0.538,12.3
518,4,0.01,153.3443147,93,516,31.4,6,9,11.7,93,9.6,1196.1335,6.1,5.9,0.484,11.1
161,2,0.5,2.726570602,67,763,15.8,3,66,0.76,67,0.1,114.56179,11.3,11.4,0.607,12.5
366,47,0.01,61.39263642,87,831,28.4,71,86,4.1,87,3.7,1441.1417,5.7,5.7,0.507,10.4
152,8,6.41,789.0772949,99,0,32.4,10,99,4.12,99,0.1,5941.8471,7.8,7.8,0.737,13.6
4,58,5.03,73.03276195,79,605,23.3,93,79,4.75,8,7.4,952.1872484,6.9,7.0,0.456,8.3
77,0,11.77,702.359357,98,39,63.0,1,99,1.57,99,0.1,4651.38647,1.0,0.9,0.889,16.3
278,10,0.01,208.2311603,67,2299,47.9,13,64,4.26,73,0.7,2182.716565,1.3,1.3,0.511,10.0
142,3,9.06,542.0235,97,48,54.5,3,98,6.22,99,0.1,5693.52416,2.4,2.6,0.796,15.3
84,3,11.76,6407.535954,87,2307,58.0,3,94,1.34,96,0.1,36447.87232,1.1,1.1,0.892,16.5
375,87,6.35,184.8213446,73,1014,18.8,138,75,3.38,73,2.6,2878.837144,9.6,9.6,0.454,7.7
174,0,3.3,208.1688437,86,0,67.4,0,85,5.1,86,0.1,1631.41727,0.2,0.2,0.653,12.1
61,2,7.25,5243.316638,96,351,6.5,2,96,9.41,96,0.1,36976.84512,0.5,0.5,0.868,16.3
17,1,1.98,70.13207838,77,36,59.1,1,77,1.5,77,0.1,5436.595223,4.8,4.7,0.0,15.2
375,513,8.75,187.5733187,46,18843,22.8,802,48,3.69,48,4.7,2527.9423,11.0,1.9,0.5,9.6
15,3,5.79,472.1932825,89,0,47.1,3,84,9.42,89,0.1,3988.11894,2.1,2.0,0.675,12.3
191,2,2.36,469.3904193,89,0,52.8,2,89,6.91,89,0.3,3474.392445,1.7,1.6,0.662,12.9
217,8,0.02,61.76263795,74,4,26.1,12,73,3.23,74,1.3,1167.535689,9.2,8.9,0.475,7.2
156,4,3.1,302.1057507,97,0,46.8,5,97,8.45,97,0.4,1932.85829,2.3,2.2,0.606,11.5
97,1,4.1,1002.833273,9,1,5.3,1,91,7.74,91,0.1,4697.11135,2.0,2.0,0.723,12.4
19,0,0.01,50.539484,99,0,61.9,0,99,4.49,99,0.1,546.3728,4.0,3.7,0.727,15.2
74,2,8.3,8433.936814,28,62,63.0,2,89,1.3,92,0.1,46596.33599,0.5,0.4,0.897,15.8
86,0,5.14,412.4433563,99,9,55.8,1,99,5.59,99,0.1,4247.61438,1.3,1.4,0.752,14.2
19,163,0.06,5.381782562,65,15853,19.0,201,79,2.79,72,0.1,126.928834,1.9,1.9,0.629,11.1
116,21,0.56,509.0020405,95,112,55.0,24,95,5.29,95,0.1,5432.2523,5.9,5.8,0.724,14.0
462,35,1.08,9.728005297,93,118712,17.6,54,86,1.5,93,13.7,458.8681744,6.8,6.7,0.43,10.2
98,1,1.67,69.13924862,81,24,62.5,1,75,8.7,81,0.1,712.775759,4.7,4.7,0.74,13.1
287,14,0.01,48.73047089,84,564,23.1,20,84,5.12,84,1.5,579.43485,6.8,6.6,0.47,12.0
14,0,11.49,1851.713262,98,2,61.9,0,96,7.8,96,0.1,13235.97757,1.5,1.5,0.815,14.6
135,3,0.46,297.5913833,96,1407,3.7,4,96,3.29,96,0.1,5593.822995,9.0,8.8,0.734,12.9
99,3,13.49,4572.441963,28,0,56.4,4,96,1.43,97,0.1,29691.18158,0.6,0.6,0.852,15.4
125,4,0.54,32.52523612,95,21,57.0,4,95,9.5,95,0.1,261.456882,3.9,3.8,0.723,13.5
29,49,0.3,17.48293752,92,190,19.8,65,9,1.92,9,0.5,987.7365832,13.1,13.3,0.515,8.8
221,68,4.42,0.09987219,42,7003,18.7,89,77,2.79,79,0.1,1.68135,1.0,9.7,0.625,11.4
179,103,7.13,149.4802091,91,1,44.5,118,99,7.19,98,0.1,3146.95177,3.4,3.4,0.685,14.3
175,371,0.03,0.697215581,78,863,21.3,460,7,2.94,71,0.1,16.63999,2.5,2.9,0.514,7.3
339,64,1.71,60.5153506,88,1282,17.9,95,88,3.9,88,6.4,916.8992515,8.3,8.2,0.506,10.4
342,7,0.64,10.26097341,84,24,13.6,10,98,3.14,98,1.8,287.4222243,9.6,9.6,0.0,5.0
87,0,10.47,7191.051507,98,98,61.3,1,99,9.6,99,0.1,48424.58927,0.8,0.8,0.874,15.8
66,0,8.84,2380.699796,86,1,65.6,0,83,8.93,85,0.1,16671.5672,0.7,0.7,0.809,14.8
277,10,3.75,5.592170255,64,6,24.0,13,84,14.39,81,2.1,33.667491,7.6,7.4,0.4,9.7
33,30,0.21,19.68510257,57,89,19.8,47,59,3.21,6,2.3,437.4467238,8.6,8.6,0.371,7.9
213,174,0.06,55.36107207,64,29171,18.2,237,79,2.37,71,0.1,1148.56996,1.9,1.9,0.624,11.0
74,2,11.2,869.790735,88,1607,6.4,3,94,1.93,95,0.1,4681.32796,1.1,1.1,0.912,16.8
23,4,8.06,5.663849328,22,0,6.7,5,45,7.1,23,0.2,314.658296,2.3,2.4,0.746,15.2
8,0,4.51,428.7490668,98,0,57.2,1,98,5.88,98,0.1,4575.763787,1.2,1.3,0.761,14.2
147,144,0.01,42.48865034,96,2660,14.0,186,96,2.85,96,0.1,615.7775411,19.3,19.9,0.52,8.6
172,0,2.88,42.12368374,44,0,72.0,0,45,5.4,49,0.1,335.112838,0.2,0.2,0.691,12.9
